cod_ap_sms,subgrupo,ano,obitos,faixa_etaria
5.1,1.2.2. Red por at à mulher no parto,2020,0,de 1 a 4 anos
5.1,1.2.2. Red por at à mulher no parto,2021,0,de 1 a 4 anos
5.1,1.2.2. Red por at à mulher no parto,2022,0,de 1 a 4 anos
5.1,1.2.2. Red por at à mulher no parto,2023,0,de 1 a 4 anos
5.1,1.2.2. Red por at à mulher no parto,2024,0,de 1 a 4 anos
5.1,1.2.2. Red por at à mulher no parto,2025,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2006,1,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2007,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2008,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2009,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2010,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2011,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2012,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2013,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2014,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2015,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2016,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2017,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2018,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2019,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2020,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2021,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2022,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2023,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2024,0,de 1 a 4 anos
5.1,1.2.3. Red por at ao recém-nascido,2025,0,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2006,5,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2007,3,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2008,3,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2009,3,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2010,4,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2011,3,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2012,3,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2013,4,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2014,4,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2015,5,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2016,10,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2017,7,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2018,6,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2019,3,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2020,4,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2021,1,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2022,3,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2023,6,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2024,5,de 1 a 4 anos
5.1,1.3. Red por ações de diag e trat adequado,2025,3,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2006,0,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2007,5,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2008,0,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2009,4,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2010,5,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2011,3,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2012,2,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2013,5,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2014,7,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2015,4,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2016,3,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2017,2,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2018,5,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2019,5,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2020,5,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2021,2,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2022,2,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2023,5,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2024,5,de 1 a 4 anos
5.1,1.4. Red por ações promoção vinc a atenção,2025,6,de 1 a 4 anos
5.1,2. Causas mal definidas,2006,5,de 1 a 4 anos
5.1,2. Causas mal definidas,2007,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2008,0,de 1 a 4 anos
5.1,2. Causas mal definidas,2009,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2010,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2011,0,de 1 a 4 anos
5.1,2. Causas mal definidas,2012,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2013,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2014,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2015,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2016,2,de 1 a 4 anos
5.1,2. Causas mal definidas,2017,0,de 1 a 4 anos
5.1,2. Causas mal definidas,2018,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2019,0,de 1 a 4 anos
5.1,2. Causas mal definidas,2020,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2021,2,de 1 a 4 anos
5.1,2. Causas mal definidas,2022,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2023,1,de 1 a 4 anos
5.1,2. Causas mal definidas,2024,0,de 1 a 4 anos
5.1,2. Causas mal definidas,2025,1,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2006,10,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2007,13,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2008,11,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2009,12,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2010,13,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2011,8,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2012,6,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2013,10,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2014,6,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2015,4,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2016,11,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2017,6,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2018,8,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2019,7,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2020,7,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2021,10,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2022,7,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2023,11,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2024,6,de 1 a 4 anos
5.1,3. Demais causas (não claramente evitáveis),2025,6,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2006,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2007,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2008,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2009,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2010,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2011,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2012,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2013,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2014,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2015,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2016,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2017,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2018,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2019,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2020,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2021,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2022,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2023,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2024,0,de 1 a 4 anos
5.2,1.1. Reduzível pelas ações de imunização,2025,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2006,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2007,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2008,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2009,1,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2010,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2011,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2012,1,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2013,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2014,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2015,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2016,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2017,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2018,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2019,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2020,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2021,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2022,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2023,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2024,0,de 1 a 4 anos
5.2,1.2.1. Red por at à mulher na gestação,2025,1,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2006,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2007,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2008,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2009,1,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2010,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2011,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2012,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2013,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2014,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2015,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2016,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2017,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2018,1,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2019,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2020,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2021,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2022,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2023,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2024,0,de 1 a 4 anos
5.2,1.2.2. Red por at à mulher no parto,2025,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2006,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2007,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2008,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2009,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2010,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2011,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2012,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2013,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2014,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2015,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2016,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2017,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2018,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2019,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2020,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2021,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2022,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2023,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2024,0,de 1 a 4 anos
5.2,1.2.3. Red por at ao recém-nascido,2025,0,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2006,4,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2007,7,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2008,8,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2009,4,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2010,11,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2011,5,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2012,8,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2013,6,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2014,4,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2015,9,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2016,5,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2017,8,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2018,5,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2019,6,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2020,6,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2021,5,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2022,5,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2023,11,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2024,5,de 1 a 4 anos
5.2,1.3. Red por ações de diag e trat adequado,2025,3,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2006,4,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2007,4,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2008,7,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2009,7,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2010,5,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2011,3,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2012,6,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2013,4,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2014,7,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2015,8,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2016,2,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2017,5,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2018,4,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2019,4,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2020,4,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2021,6,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2022,4,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2023,8,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2024,2,de 1 a 4 anos
5.2,1.4. Red por ações promoção vinc a atenção,2025,3,de 1 a 4 anos
5.2,2. Causas mal definidas,2006,5,de 1 a 4 anos
5.2,2. Causas mal definidas,2007,4,de 1 a 4 anos
5.2,2. Causas mal definidas,2008,4,de 1 a 4 anos
5.2,2. Causas mal definidas,2009,0,de 1 a 4 anos
5.2,2. Causas mal definidas,2010,2,de 1 a 4 anos
5.2,2. Causas mal definidas,2011,0,de 1 a 4 anos
5.2,2. Causas mal definidas,2012,1,de 1 a 4 anos
5.2,2. Causas mal definidas,2013,0,de 1 a 4 anos
5.2,2. Causas mal definidas,2014,1,de 1 a 4 anos
5.2,2. Causas mal definidas,2015,0,de 1 a 4 anos
5.2,2. Causas mal definidas,2016,1,de 1 a 4 anos
5.2,2. Causas mal definidas,2017,0,de 1 a 4 anos
5.2,2. Causas mal definidas,2018,0,de 1 a 4 anos
5.2,2. Causas mal definidas,2019,1,de 1 a 4 anos
5.2,2. Causas mal definidas,2020,2,de 1 a 4 anos
5.2,2. Causas mal definidas,2021,1,de 1 a 4 anos
5.2,2. Causas mal definidas,2022,0,de 1 a 4 anos
5.2,2. Causas mal definidas,2023,2,de 1 a 4 anos
5.2,2. Causas mal definidas,2024,2,de 1 a 4 anos
5.2,2. Causas mal definidas,2025,0,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2006,11,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2007,14,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2008,6,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2009,13,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2010,5,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2011,10,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2012,12,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2013,8,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2014,11,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2015,11,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2016,14,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2017,13,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2018,8,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2019,10,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2020,13,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2021,9,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2022,12,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2023,9,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2024,10,de 1 a 4 anos
5.2,3. Demais causas (não claramente evitáveis),2025,8,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2006,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2007,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2008,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2009,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2010,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2011,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2012,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2013,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2014,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2015,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2016,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2017,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2018,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2019,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2020,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2021,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2022,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2023,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2024,0,de 1 a 4 anos
5.3,1.1. Reduzível pelas ações de imunização,2025,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2006,1,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2007,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2008,1,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2009,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2010,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2011,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2012,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2013,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2014,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2015,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2016,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2017,1,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2018,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2019,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2020,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2021,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2022,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2023,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2024,0,de 1 a 4 anos
5.3,1.2.1. Red por at à mulher na gestação,2025,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2006,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2007,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2008,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2009,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2010,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2011,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2012,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2013,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2014,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2015,0,de 1 a 4 anos
5.3,1.2.2. Red por at à mulher no parto,2016,0,de 1 a 4 anos
